CHURCHES_,CHURCHES_ID,PIN,OWNER_NAME,PROP_ADDR,BILL_ADDR,CITY_STATE,ZIP,EXEMPTCODE,ZONING,DENOMINATION,DENOM
226,25233,0601025000,HALE ST BAPTIST CHURCH,918 FOURTH ST,352 HALE ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
227,25242,0582036000,BEULAH GROVE BAPTIST CHURCH INC,1438 LINDEN ST,1434 POPULAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
228,25255,0582022000,BEULAH GROVE BAPTIST CHURCH INC,LINDEN ST,1434 POPULAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
229,25269,0592158000,MACEDONIA BAPTIST CHURCH OF AUGUSTA GA INC TRUSTEES OF,1113 TWIGGS ST,P O BOX 1513y1828 WRIGHTSBORO RD,"AUGUSTA, GA",30903,,01,BAPTIST,BAPTIST
230,25328,0582131000,BEULAH GROVE BAPTIST CHURCH OF AUGUSTA INC,1440 POPLAR ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
231,25350,0592249000,CRAWFORD BAPTIST CHURCH INC,1232 TENTH ST,955 FLORENCE ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
232,25360,0582130000,BEULAH GROVE BAPTIST CHURCH INC,1438 POPLAR ST,1434 POPULAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
233,25412,0582129000,BEULAH GROVE BAPTIST CHURCH INC,1436 POPLAR ST,1434 POPULAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
234,25454,0592248000,CRAWFORD MISSIONARY BAPTIST CHURCH BY TRS,1240 TENTH ST,955 FLORENCE ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
235,25460,0582039010,BEULAH GROVE BAPTIST CHURCH INC,1446 LINDEN ST,1434 POPLAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
236,25466,0601056000,BEULAH GROVE BAPTIST CHURCH,1122 TWIGGS ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
237,25512,0582052000,BEULAH GROVE BAPTIST CHURCH INC,1433 HOLLEY ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
238,25522,0601025020,HALE ST BAPTIST CHURCH,924 FOURTH ST,352 HALE ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
239,25526,0582132010,BEULAH GROVE BAPTIST CHURCH INC,1434 POPLAR ST,1434 POPLAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
240,25536,0601057000,BEULAH GROVE BAPTIST CHURCH,1126 TWIGGS ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
241,25537,0592245000,CRAWFORD MISSIONARY BAPTIST CHURCH BY TRS,949 FLORENCE ST,955 FLORENCE ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
242,25541,0592172000,ROSE OF SHARON BAPTIST CHURCH,1126 FLORENCE ST,1126 FLORENCE ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
243,25564,0582128000,BEULAH GROVE BAPTIST CHURCH,1603 HUNTER ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
244,25578,0592883000,CRAWFORD BAPTIST CHURCH INC,953 FLORENCE ST,955 FLORENCE ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
245,25591,0591200000,BEULAH GROVE BAPTIST CHURCH INC,1428 HOLLEY ST,1430 POPLAR ST,AUGUSTA GA,30901,,01,BAPTIST,BAPTIST
246,25595,0592174000,ROSE OF SHARON BAPTIST CHURCH,1120 FLORENCE ST,1126 FLORENCE ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
247,25611,0591212000,BUELAH GROVE BAPTIST CHURCH INC,1431 AUGUSTA AVE,1434 POPULAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
248,25697,0591053000,MT CARMEL BAPTIST CHURCH,1315 TWELFTH ST,1319 TWELFTH ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
249,25775,0601039000,HALE ST BAPTIST CHURCH,352 HALE ST,352 HALE ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
250,25778,0591052000,MT CARMEL BAPTIST CHURCH,TWELFTH ST,1319 TWELFTH ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
251,25799,0591202000,BEULAH GROVE BAPTIST CHURCH INC,HOLLEY ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
252,25822,0601040000,HALE ST BAPTIST CHURCH,348 HALE ST,348 HALE ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
253,25876,0582222000,BEULAH GROVE BAPTIST CHURCH INC,1420 POPLAR ST,1434 POPLAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
254,25923,0582222010,BEULAH GROVE BAPTIST CHURCH INC,1418 POPLAR ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
255,25940,0582222020,BEULAH GROVE BAPTIST CHURCH INC,1416 POPLAR ST,1434 POPULAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
256,26019,0582224000,BEULAH GROVE BAPTIST CHURCH INC,1412 POPLAR ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
257,26025,0591299000,MT CALVARY BAPTIST CHURCH TRUSTEES OF,1282 WRIGHTSBORO RD,1252 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
258,26066,0582221000,NEW ZEALAND BAPTIST CHURCH,1510 LINDEN ST,1510 LINDEN ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
259,26071,0591314000,MOUNT CALVARY BAPTIST CHURCH,1274 WRIGHTSBORO RD,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
260,26108,0591313000,MT CALVARY BAPTIST CHURCH,1268 WRIGHTSBORO RD,1252 WRIGHTSBORO RD,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
261,26189,0591281000,MT CALVARY BAPTIST CHURCH TRUSTEES OF,1415 MILL ST,1252 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
262,26234,0591300000,MT CALVARY BAPTIST CHURCH TRUSTEES OF,1408 MILL ST,1252 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
263,26296,0571114000,LYNDON GROVE ASSOCIATE REFORMED PRESBYTERIAN CHURCH,1647 PENDLETON RD,2204 KIMBERLY DR,"AUGUSTA, GA",30904,E2,01,PRESBYTERIAN,PRESBYTERIAN
264,26298,0591316000,MT CALVARY BAPTIST CHURCH,1260 WRIGHTSBORO RD,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
265,26324,0591301000,TRUSTEES OF MT CALVARY BAPTIST CHURCH,1416 MILL ST,1252 WRIGHTSBORO RD,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
266,26368,0592274000,GALILEE MISSIONARY BAPTIST CHURCH INC,933 CEDAR ST,931 CEDAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
267,26370,0592272010,GALILEE MISSIONARY BAPTIST CHURCH INC,931 CEDAR ST,931 CEDAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
268,26407,0591327000,MT CALVARY BAPTIST CHURCH TRUSTEES OF,1242 WRIGHTSBORO RD,1252 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
269,26430,0591302000,MOUNT CALVARY BAPTIST CHURCH,1420 MILL ST,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
270,26466,0591339000,COUNCIL METHODIST CHURCH,CLAY ST,CLAY ST,"AUGUSTA, GA",30901,E2,01,METHODIST,METHODIST
271,26534,0591303000,MOUNT CALVARY BAPTIST CHURCH,1422 MILL ST,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
272,26628,0591324000,MOUNT CALVARY BAPTIST CHURCH,1409 FOREST ST,1260 WRIGHTSBORO RD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
273,26733,0591318000,MT CALVARY BAPTIST CHURCH TRUSTEES OF,1424 CHESTNUT ST,1252 WRIGHTSBORO RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
274,26764,0592295010,GALILEE MISSIONARY BAPTIST CHURCH INC,918 CEDAR ST,931 CEDAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
275,26868,0592517000,TREMONT BAPTIST CHURCH,1363 ELEVENTH ST,1363 ELEVENTH ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
276,26948,0592534000,TREMOUNT TEMPLE BAPTIST CHURCH,1352 ELEVENTH ST,1363 ELEVENTH ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
277,26963,0611170020,TRUSTEES OF GOOD HOPE BAPTIST CHURCH,E CEDAR ST,PO BOX 10011,AUGUSTA GA,30903,E2,01,BAPTIST,BAPTIST
278,26996,0592519000,TREMOUNT TEMPLE BAPTIST CHURCH,1115 1/2 WRIGHTSBORO RD,1363 ELEVENTH ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
279,27013,0592533010,TREMOUNT TEMPLE BAPTIST CHURCH,1354 ELEVENTH ST,1363 ELEVENTH ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
280,27038,0592518000,TREMOUNT TEMPLE BAPTIST CHURCH,1365 ELEVENTH ST,1363 ELEVENTH ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
281,27084,0592533000,TREMOUNT TEMPLE BAPTIST CHURCH,1356 ELEVENTH ST,1363 ELEVENTH ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
282,27185,0592546000,GALILEE MISSIONARY BAPTIST CHURCH INC,912 PERRY AVE,931 CEDAR ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
283,27281,0573009000,JERUSALEM MISSIONARY BAPTISTyCHURCH INC,2229 WALDEN DR,1415 JONES ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
284,27305,0591363000,BEULAH GROVE BAPTIST CHURCH INC,1315 ANDERSON AVE,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
285,27410,0592859000,SECOND SHILO BAPTIST CHURCH,812 SPRUCE ST,1243 SUMMER ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
286,27529,0592860000,SECOND SHILO BAPTIST CHURCH,1238 SUMMER ST,1243 SUMMER ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
287,27581,0582244000,BEULAH GROVE BAPTIST CHURCH INC,DUNNS LN,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
288,27649,0582245000,BEULAH GROVE BAPTIST CHURCH INC,1568 DUNNS LN,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
289,27738,0540061000,SHARON BAPTIST CHURCH TRUSTEES,SHARON RD,3434 SHARON RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
290,27751,0592647000,SHILOA BAPTIST CHURCH,1243 SUMMER ST,1243 SUMMER ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
291,27894,0582148000,MT SINAI BAPTIST CHURCH,TUTT AVE,1458 TUTT AVE,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
292,27995,0591566000,WELCOME TRAVELER BAPTIST CHURCH,1121 MAXWELL ST,1121 MAXWELL ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
293,28031,0571197000,PRESBYTERIAN CHURCH,KIMBERLY DR,2204 KIMBERLY DR,"AUGUSTA, GA",30904,E2,01,PRESBYTERIAN,PRESBYTERIAN
294,28038,0591494000,TRUSTEES OF THE LIBERTY BAPTIST CHURCH,1234 ANDERSON AVE,1234 ANDERSON AVE,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
295,28074,0591495000,LIBERTY BAPTIST CHURCH,1232 ANDERSON AVE,1232 ANDERSON AVE,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
296,28102,0540059000,SHARON BAPTIST CHURCH,SHARON RD,3434 SHARON RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
297,28194,0582252000,BEULAH GROVE BAPTIST CHURCH INC,1584 DUNNS LN,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
298,28247,0591506000,LIBERTY BAPTIST CHURCH OF AUG GA INC TRUSTEES OF,1510 FOREST ST,1232 ANDERSON AVE,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
299,28254,0591496000,LIBERTY BAPTIST CHURCH OF AUGUSTA INC,1507 FOREST ST,1232 ANDERSON AVE,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
300,28302,0591508000,TRUSTEES OF THE LIBERTY BAPTIST CHURCH,1512 FOREST ST,1234 ANDERSON AVE,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
301,28360,0591509000,LIBERTY BAPTIST CHURCH OF AUG GA INC TRUSTEES OF,1516 FOREST ST,1232 ANDERSON AVE,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
302,28369,0591497000,LIBERTY BAPTIST CHURCH OF AUGUSTA INC,1509 FOREST ST,1509 FOREST ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
303,28408,0591510000,LIBERTY BAPTIST CHURCH OF AUG GA INC TRUSTEES OF,1513 TIN CUP LN,1232 ANDERSON AVE,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
304,28473,0591511000,LIBERTY BAPTIST CHURCH OF AUG GA INC TRUSTEES OF,1518 FOREST ST,1232 ANDERSON AVE,AUGUSTA GA,30901,,01,BAPTIST,BAPTIST
305,28533,0540058000,SHARON BAPTIST CHURCH TRUSTEES,SHARON RD,3434 SHARON RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
306,28621,0540062040,SHARON BAPTIST CHURCH,3434 SHARON RD,3434 SAHRON RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
307,28888,0592798000,CRAWFORD BAPTIST CHURCH INC,905 ROBIN LN,955 FLORENCE ST,AUGUSTA GA,30901,,01,BAPTIST,BAPTIST
308,28909,0594048000,ANTIOCH BAPTIST CHURCH INC,1 NICHOLAS ST,1454 FLORENCE ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
309,28963,0540062070,SHARON BAPTIST CHURCH,BARTON CHAPEL RD,3434 SAHRON RD,AUGUSTA GA,30909,,02,BAPTIST,BAPTIST
310,29258,0594087000,ISRAELIGHT BAPTIST CHURCH BY,1506 TWIGGS ST,3505 PRINCE RD,"AUGUSTA, GA",30906,,01,BAPTIST,BAPTIST
311,29427,0563030000,CURTIS BAPTIST CHURCH,2010 HIGHLAND AVE,1326 BROAD ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
312,29543,0564011000,CLEARVIEW BAPTIST CHURCH,2599 KELLY ST,2597 KELLY ST,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
313,29589,0563050000,CLEARVIEW BAPTIST CHURCH,2597 KELLY ST,2597 KELLY ST,"AUGUSTA, GA",30904,E2,01,BAPTIST,BAPTIST
314,30095,0593358000,BEULAH GROVE BAPTIST CHURCH INC,1109 1/2 DAVIS ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
315,30177,0573009000,JERUSALEM MISSIONARY BAPTISTyCHURCH INC,2229 WALDEN DR,1415 JONES ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
316,30322,0574109010,FIRST NEW HOPE BAPTIST CHURCH,WHITE RD,504 WEED SR,AUGUSTA GA,30904,E2,02,BAPTIST,BAPTIST
317,30335,0593398000,BEULAH GROVE BAPTIST CHURCH INC,1116 DAVIS ST,1434 POPULAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
318,30434,0563089000,FIRST PRIMITIVE BAPTIST CHURCH,2020 HIGHLAND AVE,2020 HIGHLAND AVE,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
319,30469,0593089000,GALILEE MISSIONARY BAPTIST CHURCH INC,1633 CHESTNUT ST,931 CEDAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
320,30662,0584203000,GOOD SHEPHARD BAPTIST CHURCH,1672 EMORY ST,1505 SUNSET AVE,AUGUSTA GA,30904,,01,BAPTIST,BAPTIST
321,30719,0594118000,"MACEDONIA, BAPTIST CHURCH",1542 MAPLE ST,P O BOX 1513,"AUGUSTA, GA",30903,,01,BAPTIST,BAPTIST
322,30749,0594125000,JORDAN GROVE BAPTIST CHURCH,1527 RAILROAD ST,2141 GRAND BLVD,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
323,30805,0594101000,MORNING STAR BAPTIST CHURCH,18 DAVID ST,1546 MAPLE ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
324,30884,0594053000,GOOD SAMARITAN BAPTIST CHURCH,31 SHERMAN ST,1556 MAPLE ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
325,30903,0594105000,GOOD SAMARITAN BAPTIST CHURCH,25 SHERMAN ST,25 SHERMAN ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
326,30907,0540062030,SHARON BAPTIST CHURCH,2004 FRANKE CT,B,AUGUSTA GA,30904,E2,02,BAPTIST,BAPTIST
327,30927,0594124000,JORDAN GROVE BAPTIST CHURCH,1529 RAILROAD ST,2141 GRAND BLVD,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
328,30940,0594054000,GOOD SAMARITAN BAPTIST CHURCH,1561 MAPLE ST,25 SHERMAN ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
329,30975,0594123000,JORDAN GROVE BAPTIST CHURCH,RAILROAD ST,2106 GRAND BLVD,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
330,31017,0594122000,JORDAN GROVE BAPTIST CHURCH,1533 RAILROAD ST,2106 GRAND BLVD,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
331,31050,0583083000,GOOD SHEPHARD BAPTIST CHURCH,1505 ESSIE MCINTYRE BLVD,1505 SUNSET AVE,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
332,31168,0584205000,TRUSTEES OF GOOD SHEPHERD BAPTIST CHURCH INC,1503 ESSIE MCINTYRE BLVD,1505 SUNSET AVE,AUGUSTA GA,30904,,01,BAPTIST,BAPTIST
333,31317,0593478000,BEULAH GROVE BAPTIST CHURCH INC,40 GREGG ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
334,31502,0593192000,TRUEVINE MISSIONARY BAPTIST CHURCH BY TRS,1779 1/2 M L KING JR BLVD,1780 M L KING JR BLVD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
335,31537,0593193000,TRUEVINE BAPTIST CHURCH,1781 M L KING JR BLVD,1780 MILLEDGEVILLE RD,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
336,31584,0574097020,SPRINGHILL BAPTIST CHURCH BY TRS,2260 WHITE RD,2140 GRAND BLVD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
337,31615,0584248000,FELLOWSHIP BAPTIST CHURCH BY TRS,1675 MEADOW ST,1780 FIFTEENTH ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
338,31725,0584247000,FELLOWSHIP BAPTIST CHURCH,1655 MEADOW ST,1655 MEADOW ST,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
339,31790,0593264000,TRUE VINE BAPTIST CHURCH,1780 M L KING JR BLVD,1780 M L KING JR BLVD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
340,31853,0593512000,MT OLIVE BAPTIST CHURCH,1050 BRAYTON ST,1036 DANIEL ST,AUGUSTA GA,30901,,01,BAPTIST,BAPTIST
341,31996,0594206000,BEULAH GROVE BAPTIST CHURCH INC,2 GREGG ST,1434 POPLAR ST,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
342,32000,0593526010,GREEN GROVE BAPTIST CHURCH,1690 SAVANNAH RD,1690 SAVANNAH RD,"AUGUSTA, GA",30901,E2,01,BAPTIST,BAPTIST
343,32126,0593505000,TABERNACLE BAPTIST CHURCH,1032 1/2 BRAYTON LN,1223 LANEY WALKER BLVD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
344,32169,0593504000,TABERNACLE BAPTIST CHURCH,1033 BRAYTON LN,1223 LANEY WALKER BLVD,"AUGUSTA, GA",30901,,01,BAPTIST,BAPTIST
345,32186,0584523000,TABERNACLE BAPTIST CHURCH,MEADOW ST,1223 LANEY WALKER BLVD,"AUGUSTA, GA",30901,,02,BAPTIST,BAPTIST
346,32349,0593536000,MT OLIVE MISSIONARY BAPTIST,1043 DANIEL ST,1036 DANIEL ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
347,32556,0593548000,MT OLIVE BAPTIST CHURCH,1036 DANIEL ST,1036 DANIEL ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
348,32637,0593547000,MT OLIVE BAPTIST CHURCH,1029 DANIEL ST,1036 DANIEL ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
349,32668,0593546000,MT OLIVE BAPTIST CHURCH BY TR,1024 DANIEL ST,1036 DANIEL ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
350,32782,0593575000,MT OLIVE BAPTIST CHURCH BY TR,1037 GLASS FACTORY AVE,1036 DANIEL ST,AUGUSTA GA,30901,E2,01,BAPTIST,BAPTIST
351,32816,0584536000,CHRISTIAN SOLID ROCK BAPTIST,1728 MEADOW ST,1728 MEADOW ST,AUGUSTA GA,30901,E2,02,BAPTIST,BAPTIST
352,32960,0711021000,MORNINGSIDE BAPTIST CHURCH INC,KISSINGBOWER RD,1825 KISSINGBOWER RD,AUGUSTA GA,30904,E2,01,BAPTIST,BAPTIST
353,33155,0721040000,GOOD SHEPHERD BAPTIST CHURCH OF AUGUSTA GA INC,1714 OLIVE RD,1505 SUNSET AVE,"AUGUSTA, GA",30904,,02,BAPTIST,BAPTIST
354,33214,0721101000,WARD METHODIST CHURCH,1814 FIFTEENTH ST,1814 FIFTEENTH ST,"AUGUSTA, GA",30904,E2,02,METHODIST,METHODIST
355,33337,0722328000,FIRST MT MORIAH BAPTIST CHURCH,2040 M L KING JR BLVD,2040 M L KING JR BLVD,"AUGUSTA, GA",30904,E2,02,BAPTIST,BAPTIST
356,33544,0721111000,SERVANTS OF GOD BAPTIST CHURCH INC,1218 KOGER ST,P O BOX 31099,"AUGUSTA, GA",30903,,02,BAPTIST,BAPTIST
357,33554,0721110000,SERVANTS OF GOD BAPTIST CHURCH INC,1216 KOGER ST,P O BOX 31099,"AUGUSTA, GA",30903,,02,BAPTIST,BAPTIST
358,33576,0721109000,SERVANTS OF GOD BAPTIST CHURCH INC,KOGER ST,P O BOX 31099,"AUGUSTA, GA",30903,,02,BAPTIST,BAPTIST
359,33607,0721108000,SERVANTS OF GOD BAPTIST CHURCH INC,KOGER ST,P O BOX 31099,"AUGUSTA, GA",30903,,02,BAPTIST,BAPTIST
360,33640,0722114000,SERVANTS OF GOD BAPTIST CHURCH INC,2127 M L KING JR BLVD,P O BOX 31099,"AUGUSTA, GA",30903,,02,BAPTIST,BAPTIST
361,33692,0721107000,SERVANTS OF GOD BAPTIST CHURCH INC,2129 M L KING JR BLVD,P O BOX 31099,"AUGUSTA, GA",30903,,02,BAPTIST,BAPTIST
362,33863,0692045000,BAYVALE BAPTIST CHURCH,BAYVALE RD,2240 BAYVALE RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
363,34275,0692046000,BAYVALE BAPTIST CHRUCH TRUSTEES,2246 BAYVALE RD,2240 BAYVALE RD,AUGUSTA GA,30909,E2,02,BAPTIST,BAPTIST
364,34342,0712283000,MAGNOLIA BAPTIST CHURCH,2008 COOK RD,2008 COOK RD,AUGUSTA GA,30904,E2,02,BAPTIST,BAPTIST
365,34624,0722534000,EVERFAITHFUL MISSIONARY BAPTIST CHURCH INC,SEVENTH AVE,1006 SEVENTH AVE,"AUGUSTA, GA",30901,,02,BAPTIST,BAPTIST
366,34660,0722535000,EVERFAITHFUL MISS BAPTIST CHURC,1006 SEVENTH AVE,1006 SEVENTH AVE,AUGUSTA GA,30901,E2,02,BAPTIST,BAPTIST
367,34723,0722433000,SPRINGHILL BAPTIST CHURCH,GRAND BLVD,2140 GRAND BLVD,"AUGUSTA, GA",30901,E2,02,BAPTIST,BAPTIST
368,34902,0722457000,ROSS GROVE BAPTIST CHURCH,1022 TENTH AVE,1715 MORGAN ST,AUGUSTA GA,30904,E2,02,BAPTIST,BAPTIST
369,34961,0722458000,ROSS GROVE BAPTIST CHURCH BY TRS,1020 TENTH AVE,1021 TENTH AVE,"AUGUSTA, GA",30901,,02,BAPTIST,BAPTIST
370,34973,0713009000,MANN MEMORIAL METHODIST CHURCH,2711 MILLEDGEVILLE RD,2705 MILLEDGEVILLE RD,AUGUSTA GA,30904,E2,02,METHODIST,METHODIST
371,35046,0724034000,NEWBERRY BAPTIST CHURCH TRUSTEES OF,2210 GRAND BLVD,1903 BOYKIN PL,AUGUSTA GA,30901,,02,BAPTIST,BAPTIST
372,35068,0724033000,NEWBERRY BAPTIST CHURCH,2212 GRAND BLVD,2212 GRAND BLVD,"AUGUSTA, GA",30901,E2,02,BAPTIST,BAPTIST
373,35488,0723142000,MT VERNON BAPTIST CHURCH,1924 OLIVE RD,1930 OLIVE RD,AUGUSTA GA,30906,,02,BAPTIST,BAPTIST
374,35505,0723145000,MT VERNON BAPTIST CHURCH,1930 OLIVE RD,1930 OLIVE RD,AUGUSTA GA,30906,E2,02,BAPTIST,BAPTIST
375,35524,0723143000,MT VERNON BAPTIST CHURCH,1926 OLIVE RD,1930 OLIVE RD,AUGUSTA GA,30906,,02,BAPTIST,BAPTIST
376,36169,0660055000,BELAIR BAPTIST CHURCH,GORDON HWY,OFF GORDON HWY,AUGUSTA GA,30904,E2,02,BAPTIST,BAPTIST
377,36333,0724131000,TITUS RANEY NELL BAPTIST CHURCH,2035 SAVANNAH RD,2035 O SAVANNAH RD,"AUGUSTA, GA",30901,E2,02,BAPTIST,BAPTIST
378,36347,0670013000,KOREAN FIRST BAPTIST CHURCH OF AUGUSTA,2354 GORDON HWY,2354 GORDON HWY,"AUGUSTA, GA",30909,E2,02,BAPTIST,BAPTIST
379,36544,0713138000,MANN MEMORIAL UNITED METHODIST CHURCH,1944 KISSINGBOWER RD,2705 MILLEDGEVILLE RD,"AUGUSTA, GA",30904,,02,METHODIST,METHODIST
380,36985,0871026000,MIZE MEMORIAL METHODIST CHURCH,304 BARROW DR,302 BARROW DR,AUGUSTA GA,30906,E2,02,METHODIST,METHODIST
381,37159,0830002000,BROADWAY BAPTIST CHURCH OF AUGUSTA INC,BARTON CHAPEL RD,2323 BARTON CHAPEL RD,"AUGUSTA, GA",30906,E2,02,BAPTIST,BAPTIST
